mineID,commodity_code,commodity_name,source_column,source_raw_value,status,confirmed_present
511,Au,Gold,metalMinedGold,FALSE,absent,False
512,Au,Gold,metalMinedGold,FALSE,absent,False
513,Au,Gold,metalMinedGold,TRUE,present,True
514,Au,Gold,metalMinedGold,FALSE,absent,False
515,Au,Gold,metalMinedGold,FALSE,absent,False
516,Au,Gold,metalMinedGold,FALSE,absent,False
517,Au,Gold,metalMinedGold,FALSE,absent,False
518,Au,Gold,metalMinedGold,FALSE,absent,False
519,Au,Gold,metalMinedGold,TRUE,present,True
520,Au,Gold,metalMinedGold,TRUE,present,True
521,Au,Gold,metalMinedGold,TRUE,present,True
523,Au,Gold,metalMinedGold,TRUE,present,True
524,Au,Gold,metalMinedGold,TRUE,present,True
525,Au,Gold,metalMinedGold,TRUE,present,True
526,Au,Gold,metalMinedGold,TRUE,present,True
527,Au,Gold,metalMinedGold,FALSE,absent,False
528,Au,Gold,metalMinedGold,TRUE,present,True
529,Au,Gold,metalMinedGold,FALSE,absent,False
530,Au,Gold,metalMinedGold,TRUE,present,True
531,Au,Gold,metalMinedGold,TRUE,present,True
532,Au,Gold,metalMinedGold,FALSE,absent,False
533,Au,Gold,metalMinedGold,FALSE,absent,False
535,Au,Gold,metalMinedGold,TRUE,present,True
536,Au,Gold,metalMinedGold,TRUE,present,True
537,Au,Gold,metalMinedGold,TRUE,present,True
538,Au,Gold,metalMinedGold,TRUE,present,True
539,Au,Gold,metalMinedGold,FALSE,absent,False
540,Au,Gold,metalMinedGold,TRUE,present,True
541,Au,Gold,metalMinedGold,TRUE,present,True
542,Au,Gold,metalMinedGold,FALSE,absent,False
543,Au,Gold,metalMinedGold,TRUE,present,True
545,Au,Gold,metalMinedGold,TRUE,present,True
547,Au,Gold,metalMinedGold,TRUE,present,True
548,Au,Gold,metalMinedGold,TRUE,present,True
549,Au,Gold,metalMinedGold,FALSE,absent,False
550,Au,Gold,metalMinedGold,TRUE,present,True
551,Au,Gold,metalMinedGold,TRUE,present,True
552,Au,Gold,metalMinedGold,TRUE,present,True
553,Au,Gold,metalMinedGold,TRUE,present,True
554,Au,Gold,metalMinedGold,TRUE,present,True
555,Au,Gold,metalMinedGold,TRUE,present,True
556,Au,Gold,metalMinedGold,TRUE,present,True
557,Au,Gold,metalMinedGold,FALSE,absent,False
558,Au,Gold,metalMinedGold,FALSE,absent,False
559,Au,Gold,metalMinedGold,FALSE,absent,False
560,Au,Gold,metalMinedGold,TRUE,present,True
561,Au,Gold,metalMinedGold,TRUE,present,True
563,Au,Gold,metalMinedGold,?,unknown,
564,Au,Gold,metalMinedGold,TRUE,present,True
565,Au,Gold,metalMinedGold,TRUE,present,True
566,Au,Gold,metalMinedGold,FALSE,absent,False
567,Au,Gold,metalMinedGold,TRUE,present,True
568,Au,Gold,metalMinedGold,TRUE,present,True
569,Au,Gold,metalMinedGold,TRUE,present,True
570,Au,Gold,metalMinedGold,TRUE,present,True
571,Au,Gold,metalMinedGold,FALSE,absent,False
572,Au,Gold,metalMinedGold,TRUE,present,True
573,Au,Gold,metalMinedGold,FALSE,absent,False
574,Au,Gold,metalMinedGold,FALSE,absent,False
575,Au,Gold,metalMinedGold,FALSE,absent,False
576,Au,Gold,metalMinedGold,TRUE,present,True
577,Au,Gold,metalMinedGold,FALSE,absent,False
578,Au,Gold,metalMinedGold,FALSE,absent,False
579,Au,Gold,metalMinedGold,FALSE,absent,False
580,Au,Gold,metalMinedGold,FALSE,absent,False
581,Au,Gold,metalMinedGold,FALSE,absent,False
582,Au,Gold,metalMinedGold,FALSE,absent,False
583,Au,Gold,metalMinedGold,FALSE,absent,False
584,Au,Gold,metalMinedGold,FALSE,absent,False
585,Au,Gold,metalMinedGold,FALSE,absent,False
586,Au,Gold,metalMinedGold,FALSE,absent,False
587,Au,Gold,metalMinedGold,FALSE,absent,False
588,Au,Gold,metalMinedGold,FALSE,absent,False
589,Au,Gold,metalMinedGold,FALSE,absent,False
590,Au,Gold,metalMinedGold,TRUE,present,True
591,Au,Gold,metalMinedGold,FALSE,absent,False
592,Au,Gold,metalMinedGold,TRUE,present,True
593,Au,Gold,metalMinedGold,TRUE,present,True
594,Au,Gold,metalMinedGold,TRUE,present,True
595,Au,Gold,metalMinedGold,TRUE,present,True
596,Au,Gold,metalMinedGold,FALSE,absent,False
597,Au,Gold,metalMinedGold,TRUE,present,True
598,Au,Gold,metalMinedGold,FALSE,absent,False
599,Au,Gold,metalMinedGold,FALSE,absent,False
601,Au,Gold,metalMinedGold,TRUE,present,True
602,Au,Gold,metalMinedGold,FALSE,absent,False
603,Au,Gold,metalMinedGold,FALSE,absent,False
604,Au,Gold,metalMinedGold,TRUE,present,True
605,Au,Gold,metalMinedGold,TRUE,present,True
606,Au,Gold,metalMinedGold,TRUE,present,True
607,Au,Gold,metalMinedGold,FALSE,absent,False
608,Au,Gold,metalMinedGold,TRUE,present,True
609,Au,Gold,metalMinedGold,TRUE,present,True
610,Au,Gold,metalMinedGold,FALSE,absent,False
612,Au,Gold,metalMinedGold,FALSE,absent,False
613,Au,Gold,metalMinedGold,FALSE,absent,False
614,Au,Gold,metalMinedGold,FALSE,absent,False
615,Au,Gold,metalMinedGold,FALSE,absent,False
616,Au,Gold,metalMinedGold,TRUE,present,True
617,Au,Gold,metalMinedGold,TRUE,present,True
618,Au,Gold,metalMinedGold,TRUE,present,True
619,Au,Gold,metalMinedGold,TRUE,present,True
620,Au,Gold,metalMinedGold,TRUE,present,True
623,Au,Gold,metalMinedGold,TRUE,present,True
624,Au,Gold,metalMinedGold,TRUE,present,True
625,Au,Gold,metalMinedGold,TRUE,present,True
626,Au,Gold,metalMinedGold,FALSE,absent,False
627,Au,Gold,metalMinedGold,TRUE,present,True
629,Au,Gold,metalMinedGold,FALSE,absent,False
630,Au,Gold,metalMinedGold,FALSE,absent,False
631,Au,Gold,metalMinedGold,TRUE,present,True
632,Au,Gold,metalMinedGold,TRUE,present,True
633,Au,Gold,metalMinedGold,TRUE,present,True
634,Au,Gold,metalMinedGold,FALSE,absent,False
635,Au,Gold,metalMinedGold,FALSE,absent,False
636,Au,Gold,metalMinedGold,TRUE,present,True
637,Au,Gold,metalMinedGold,FALSE,absent,False
638,Au,Gold,metalMinedGold,FALSE,absent,False
639,Au,Gold,metalMinedGold,FALSE,absent,False
640,Au,Gold,metalMinedGold,FALSE,absent,False
641,Au,Gold,metalMinedGold,FALSE,absent,False
642,Au,Gold,metalMinedGold,FALSE,absent,False
643,Au,Gold,metalMinedGold,FALSE,absent,False
644,Au,Gold,metalMinedGold,TRUE,present,True
645,Au,Gold,metalMinedGold,FALSE,absent,False
646,Au,Gold,metalMinedGold,FALSE,absent,False
647,Au,Gold,metalMinedGold,FALSE,absent,False
648,Au,Gold,metalMinedGold,TRUE,present,True
649,Au,Gold,metalMinedGold,TRUE,present,True
650,Au,Gold,metalMinedGold,FALSE,absent,False
651,Au,Gold,metalMinedGold,FALSE,absent,False
652,Au,Gold,metalMinedGold,FALSE,absent,False
653,Au,Gold,metalMinedGold,TRUE,present,True
654,Au,Gold,metalMinedGold,TRUE,present,True
655,Au,Gold,metalMinedGold,FALSE,absent,False
656,Au,Gold,metalMinedGold,TRUE,present,True
657,Au,Gold,metalMinedGold,TRUE,present,True
658,Au,Gold,metalMinedGold,FALSE,absent,False
659,Au,Gold,metalMinedGold,TRUE,present,True
660,Au,Gold,metalMinedGold,FALSE,absent,False
661,Au,Gold,metalMinedGold,TRUE,present,True
662,Au,Gold,metalMinedGold,TRUE,present,True
663,Au,Gold,metalMinedGold,TRUE,present,True
664,Au,Gold,metalMinedGold,TRUE,present,True
665,Au,Gold,metalMinedGold,FALSE,absent,False
666,Au,Gold,metalMinedGold,TRUE,present,True
667,Au,Gold,metalMinedGold,TRUE,present,True
668,Au,Gold,metalMinedGold,TRUE,present,True
669,Au,Gold,metalMinedGold,FALSE,absent,False
670,Au,Gold,metalMinedGold,TRUE,present,True
671,Au,Gold,metalMinedGold,TRUE,present,True
672,Au,Gold,metalMinedGold,TRUE,present,True
673,Au,Gold,metalMinedGold,TRUE,present,True
674,Au,Gold,metalMinedGold,TRUE,present,True
675,Au,Gold,metalMinedGold,TRUE,present,True
676,Au,Gold,metalMinedGold,FALSE,absent,False
677,Au,Gold,metalMinedGold,TRUE,present,True
678,Au,Gold,metalMinedGold,TRUE,present,True
680,Au,Gold,metalMinedGold,TRUE,present,True
681,Au,Gold,metalMinedGold,FALSE,absent,False
682,Au,Gold,metalMinedGold,TRUE,present,True
683,Au,Gold,metalMinedGold,FALSE,absent,False
684,Au,Gold,metalMinedGold,TRUE,present,True
686,Au,Gold,metalMinedGold,TRUE,present,True
687,Au,Gold,metalMinedGold,TRUE,present,True
688,Au,Gold,metalMinedGold,FALSE,absent,False
689,Au,Gold,metalMinedGold,FALSE,absent,False
690,Au,Gold,metalMinedGold,FALSE,absent,False
692,Au,Gold,metalMinedGold,TRUE,present,True
693,Au,Gold,metalMinedGold,TRUE,present,True
694,Au,Gold,metalMinedGold,TRUE,present,True
695,Au,Gold,metalMinedGold,TRUE,present,True
696,Au,Gold,metalMinedGold,TRUE,present,True
697,Au,Gold,metalMinedGold,FALSE,absent,False
698,Au,Gold,metalMinedGold,TRUE,present,True
699,Au,Gold,metalMinedGold,TRUE,present,True
700,Au,Gold,metalMinedGold,TRUE,present,True
701,Au,Gold,metalMinedGold,FALSE,absent,False
702,Au,Gold,metalMinedGold,FALSE,absent,False
703,Au,Gold,metalMinedGold,FALSE,absent,False
705,Au,Gold,metalMinedGold,TRUE,present,True
706,Au,Gold,metalMinedGold,FALSE,absent,False
707,Au,Gold,metalMinedGold,TRUE,present,True
708,Au,Gold,metalMinedGold,FALSE,absent,False
709,Au,Gold,metalMinedGold,TRUE,present,True
710,Au,Gold,metalMinedGold,TRUE,present,True
711,Au,Gold,metalMinedGold,FALSE,absent,False
712,Au,Gold,metalMinedGold,TRUE,present,True
713,Au,Gold,metalMinedGold,TRUE,present,True
715,Au,Gold,metalMinedGold,TRUE,present,True
716,Au,Gold,metalMinedGold,FALSE,absent,False
717,Au,Gold,metalMinedGold,TRUE,present,True
718,Au,Gold,metalMinedGold,FALSE,absent,False
719,Au,Gold,metalMinedGold,TRUE,present,True
720,Au,Gold,metalMinedGold,FALSE,absent,False
721,Au,Gold,metalMinedGold,TRUE,present,True
722,Au,Gold,metalMinedGold,TRUE,present,True
723,Au,Gold,metalMinedGold,TRUE,present,True
724,Au,Gold,metalMinedGold,TRUE,present,True
725,Au,Gold,metalMinedGold,FALSE,absent,False
726,Au,Gold,metalMinedGold,TRUE,present,True
727,Au,Gold,metalMinedGold,TRUE,present,True
728,Au,Gold,metalMinedGold,FALSE,absent,False
730,Au,Gold,metalMinedGold,FALSE,absent,False
731,Au,Gold,metalMinedGold,FALSE,absent,False
732,Au,Gold,metalMinedGold,FALSE,absent,False
733,Au,Gold,metalMinedGold,TRUE,present,True
734,Au,Gold,metalMinedGold,FALSE,absent,False
735,Au,Gold,metalMinedGold,FALSE,absent,False
736,Au,Gold,metalMinedGold,FALSE,absent,False
737,Au,Gold,metalMinedGold,TRUE,present,True
738,Au,Gold,metalMinedGold,TRUE,present,True
739,Au,Gold,metalMinedGold,TRUE,present,True
740,Au,Gold,metalMinedGold,FALSE,absent,False
741,Au,Gold,metalMinedGold,FALSE,absent,False
742,Au,Gold,metalMinedGold,TRUE,present,True
743,Au,Gold,metalMinedGold,TRUE,present,True
744,Au,Gold,metalMinedGold,TRUE,present,True
745,Au,Gold,metalMinedGold,FALSE,absent,False
746,Au,Gold,metalMinedGold,FALSE,absent,False
747,Au,Gold,metalMinedGold,FALSE,absent,False
748,Au,Gold,metalMinedGold,TRUE,present,True
749,Au,Gold,metalMinedGold,FALSE,absent,False
750,Au,Gold,metalMinedGold,FALSE,absent,False
752,Au,Gold,metalMinedGold,FALSE,absent,False
753,Au,Gold,metalMinedGold,TRUE,present,True
754,Au,Gold,metalMinedGold,FALSE,absent,False
755,Au,Gold,metalMinedGold,TRUE,present,True
757,Au,Gold,metalMinedGold,TRUE,present,True
758,Au,Gold,metalMinedGold,TRUE,present,True
759,Au,Gold,metalMinedGold,FALSE,absent,False
760,Au,Gold,metalMinedGold,TRUE,present,True
762,Au,Gold,metalMinedGold,TRUE,present,True
763,Au,Gold,metalMinedGold,TRUE,present,True
764,Au,Gold,metalMinedGold,TRUE,present,True
765,Au,Gold,metalMinedGold,FALSE,absent,False
767,Au,Gold,metalMinedGold,TRUE,present,True
768,Au,Gold,metalMinedGold,TRUE,present,True
769,Au,Gold,metalMinedGold,TRUE,present,True
770,Au,Gold,metalMinedGold,TRUE,present,True
772,Au,Gold,metalMinedGold,FALSE,absent,False
773,Au,Gold,metalMinedGold,TRUE,present,True
774,Au,Gold,metalMinedGold,TRUE,present,True
775,Au,Gold,metalMinedGold,TRUE,present,True
776,Au,Gold,metalMinedGold,TRUE,present,True
777,Au,Gold,metalMinedGold,FALSE,absent,False
778,Au,Gold,metalMinedGold,TRUE,present,True
779,Au,Gold,metalMinedGold,TRUE,present,True
780,Au,Gold,metalMinedGold,TRUE,present,True
781,Au,Gold,metalMinedGold,TRUE,present,True
782,Au,Gold,metalMinedGold,TRUE,present,True
783,Au,Gold,metalMinedGold,TRUE,present,True
784,Au,Gold,metalMinedGold,TRUE,present,True
785,Au,Gold,metalMinedGold,FALSE,absent,False
786,Au,Gold,metalMinedGold,TRUE,present,True
787,Au,Gold,metalMinedGold,TRUE,present,True
788,Au,Gold,metalMinedGold,FALSE,absent,False
789,Au,Gold,metalMinedGold,TRUE,present,True
790,Au,Gold,metalMinedGold,TRUE,present,True
791,Au,Gold,metalMinedGold,FALSE,absent,False
792,Au,Gold,metalMinedGold,FALSE,absent,False
793,Au,Gold,metalMinedGold,FALSE,absent,False
794,Au,Gold,metalMinedGold,FALSE,absent,False
795,Au,Gold,metalMinedGold,TRUE,present,True
796,Au,Gold,metalMinedGold,FALSE,absent,False
797,Au,Gold,metalMinedGold,FALSE,absent,False
798,Au,Gold,metalMinedGold,FALSE,absent,False
799,Au,Gold,metalMinedGold,FALSE,absent,False
800,Au,Gold,metalMinedGold,TRUE,present,True
802,Au,Gold,metalMinedGold,TRUE,present,True
803,Au,Gold,metalMinedGold,FALSE,absent,False
805,Au,Gold,metalMinedGold,TRUE,present,True
806,Au,Gold,metalMinedGold,TRUE,present,True
807,Au,Gold,metalMinedGold,TRUE,present,True
808,Au,Gold,metalMinedGold,FALSE,absent,False
809,Au,Gold,metalMinedGold,TRUE,present,True
810,Au,Gold,metalMinedGold,FALSE,absent,False
811,Au,Gold,metalMinedGold,FALSE,absent,False
812,Au,Gold,metalMinedGold,FALSE,absent,False
813,Au,Gold,metalMinedGold,FALSE,absent,False
814,Au,Gold,metalMinedGold,TRUE,present,True
816,Au,Gold,metalMinedGold,FALSE,absent,False
817,Au,Gold,metalMinedGold,FALSE,absent,False
818,Au,Gold,metalMinedGold,FALSE,absent,False
820,Au,Gold,metalMinedGold,FALSE,absent,False
821,Au,Gold,metalMinedGold,FALSE,absent,False
822,Au,Gold,metalMinedGold,TRUE,present,True
823,Au,Gold,metalMinedGold,TRUE,present,True
824,Au,Gold,metalMinedGold,FALSE,absent,False
825,Au,Gold,metalMinedGold,TRUE,present,True
826,Au,Gold,metalMinedGold,TRUE,present,True
827,Au,Gold,metalMinedGold,FALSE,absent,False
828,Au,Gold,metalMinedGold,TRUE,present,True
829,Au,Gold,metalMinedGold,FALSE,absent,False
830,Au,Gold,metalMinedGold,FALSE,absent,False
831,Au,Gold,metalMinedGold,FALSE,absent,False
832,Au,Gold,metalMinedGold,TRUE,present,True
833,Au,Gold,metalMinedGold,FALSE,absent,False
836,Au,Gold,metalMinedGold,FALSE,absent,False
837,Au,Gold,metalMinedGold,TRUE,present,True
838,Au,Gold,metalMinedGold,TRUE,present,True
839,Au,Gold,metalMinedGold,TRUE,present,True
840,Au,Gold,metalMinedGold,FALSE,absent,False
841,Au,Gold,metalMinedGold,TRUE,present,True
842,Au,Gold,metalMinedGold,FALSE,absent,False
843,Au,Gold,metalMinedGold,FALSE,absent,False
844,Au,Gold,metalMinedGold,TRUE,present,True
845,Au,Gold,metalMinedGold,TRUE,present,True
846,Au,Gold,metalMinedGold,TRUE,present,True
848,Au,Gold,metalMinedGold,TRUE,present,True
849,Au,Gold,metalMinedGold,TRUE,present,True
850,Au,Gold,metalMinedGold,TRUE,present,True
851,Au,Gold,metalMinedGold,TRUE,present,True
853,Au,Gold,metalMinedGold,TRUE,present,True
854,Au,Gold,metalMinedGold,FALSE,absent,False
855,Au,Gold,metalMinedGold,FALSE,absent,False
856,Au,Gold,metalMinedGold,TRUE,present,True
857,Au,Gold,metalMinedGold,TRUE,present,True
859,Au,Gold,metalMinedGold,TRUE,present,True
860,Au,Gold,metalMinedGold,FALSE,absent,False
865,Au,Gold,metalMinedGold,TRUE,present,True
866,Au,Gold,metalMinedGold,TRUE,present,True
867,Au,Gold,metalMinedGold,TRUE,present,True
868,Au,Gold,metalMinedGold,TRUE,present,True
869,Au,Gold,metalMinedGold,TRUE,present,True
870,Au,Gold,metalMinedGold,TRUE,present,True
871,Au,Gold,metalMinedGold,TRUE,present,True
872,Au,Gold,metalMinedGold,TRUE,present,True
873,Au,Gold,metalMinedGold,TRUE,present,True
875,Au,Gold,metalMinedGold,TRUE,present,True
876,Au,Gold,metalMinedGold,TRUE,present,True
878,Au,Gold,metalMinedGold,TRUE,present,True
879,Au,Gold,metalMinedGold,FALSE,absent,False
880,Au,Gold,metalMinedGold,FALSE,absent,False
881,Au,Gold,metalMinedGold,FALSE,absent,False
882,Au,Gold,metalMinedGold,TRUE,present,True
884,Au,Gold,metalMinedGold,FALSE,absent,False
885,Au,Gold,metalMinedGold,FALSE,absent,False
886,Au,Gold,metalMinedGold,TRUE,present,True
887,Au,Gold,metalMinedGold,FALSE,absent,False
888,Au,Gold,metalMinedGold,TRUE,present,True
889,Au,Gold,metalMinedGold,FALSE,absent,False
890,Au,Gold,metalMinedGold,TRUE,present,True
893,Au,Gold,metalMinedGold,TRUE,present,True
895,Au,Gold,metalMinedGold,FALSE,absent,False
896,Au,Gold,metalMinedGold,FALSE,absent,False
897,Au,Gold,metalMinedGold,TRUE,present,True
899,Au,Gold,metalMinedGold,TRUE,present,True
900,Au,Gold,metalMinedGold,TRUE,present,True
901,Au,Gold,metalMinedGold,TRUE,present,True
902,Au,Gold,metalMinedGold,TRUE,present,True
904,Au,Gold,metalMinedGold,TRUE,present,True
905,Au,Gold,metalMinedGold,TRUE,present,True
906,Au,Gold,metalMinedGold,TRUE,present,True
908,Au,Gold,metalMinedGold,TRUE,present,True
909,Au,Gold,metalMinedGold,TRUE,present,True
910,Au,Gold,metalMinedGold,FALSE,absent,False
911,Au,Gold,metalMinedGold,FALSE,absent,False
912,Au,Gold,metalMinedGold,TRUE,present,True
913,Au,Gold,metalMinedGold,FALSE,absent,False
914,Au,Gold,metalMinedGold,FALSE,absent,False
915,Au,Gold,metalMinedGold,FALSE,absent,False
918,Au,Gold,metalMinedGold,TRUE,present,True
919,Au,Gold,metalMinedGold,TRUE,present,True
920,Au,Gold,metalMinedGold,FALSE,absent,False
921,Au,Gold,metalMinedGold,TRUE,present,True
922,Au,Gold,metalMinedGold,TRUE,present,True
923,Au,Gold,metalMinedGold,TRUE,present,True
924,Au,Gold,metalMinedGold,TRUE,present,True
925,Au,Gold,metalMinedGold,TRUE,present,True
926,Au,Gold,metalMinedGold,TRUE,present,True
927,Au,Gold,metalMinedGold,TRUE,present,True
929,Au,Gold,metalMinedGold,TRUE,present,True
930,Au,Gold,metalMinedGold,TRUE,present,True
932,Au,Gold,metalMinedGold,TRUE,present,True
933,Au,Gold,metalMinedGold,FALSE,absent,False
934,Au,Gold,metalMinedGold,FALSE,absent,False
935,Au,Gold,metalMinedGold,FALSE,absent,False
936,Au,Gold,metalMinedGold,FALSE,absent,False
937,Au,Gold,metalMinedGold,FALSE,absent,False
938,Au,Gold,metalMinedGold,TRUE,present,True
941,Au,Gold,metalMinedGold,TRUE,present,True
942,Au,Gold,metalMinedGold,FALSE,absent,False
943,Au,Gold,metalMinedGold,FALSE,absent,False
944,Au,Gold,metalMinedGold,FALSE,absent,False
945,Au,Gold,metalMinedGold,TRUE,present,True
946,Au,Gold,metalMinedGold,TRUE,present,True
947,Au,Gold,metalMinedGold,TRUE,present,True
948,Au,Gold,metalMinedGold,TRUE,present,True
950,Au,Gold,metalMinedGold,TRUE,present,True
951,Au,Gold,metalMinedGold,TRUE,present,True
952,Au,Gold,metalMinedGold,FALSE,absent,False
953,Au,Gold,metalMinedGold,FALSE,absent,False
954,Au,Gold,metalMinedGold,FALSE,absent,False
955,Au,Gold,metalMinedGold,TRUE,present,True
956,Au,Gold,metalMinedGold,TRUE,present,True
957,Au,Gold,metalMinedGold,FALSE,absent,False
958,Au,Gold,metalMinedGold,TRUE,present,True
963,Au,Gold,metalMinedGold,FALSE,absent,False
964,Au,Gold,metalMinedGold,FALSE,absent,False
965,Au,Gold,metalMinedGold,TRUE,present,True
966,Au,Gold,metalMinedGold,FALSE,absent,False
967,Au,Gold,metalMinedGold,FALSE,absent,False
968,Au,Gold,metalMinedGold,TRUE,present,True
969,Au,Gold,metalMinedGold,TRUE,present,True
970,Au,Gold,metalMinedGold,TRUE,present,True
971,Au,Gold,metalMinedGold,TRUE,present,True
972,Au,Gold,metalMinedGold,TRUE,present,True
973,Au,Gold,metalMinedGold,TRUE,present,True
974,Au,Gold,metalMinedGold,TRUE,present,True
977,Au,Gold,metalMinedGold,FALSE,absent,False
978,Au,Gold,metalMinedGold,TRUE,present,True
979,Au,Gold,metalMinedGold,TRUE,present,True
980,Au,Gold,metalMinedGold,TRUE,present,True
981,Au,Gold,metalMinedGold,FALSE,absent,False
982,Au,Gold,metalMinedGold,FALSE,absent,False
983,Au,Gold,metalMinedGold,TRUE,present,True
984,Au,Gold,metalMinedGold,TRUE,present,True
985,Au,Gold,metalMinedGold,FALSE,absent,False
986,Au,Gold,metalMinedGold,FALSE,absent,False
987,Au,Gold,metalMinedGold,FALSE,absent,False
988,Au,Gold,metalMinedGold,FALSE,absent,False
989,Au,Gold,metalMinedGold,FALSE,absent,False
990,Au,Gold,metalMinedGold,FALSE,absent,False
993,Au,Gold,metalMinedGold,TRUE,present,True
995,Au,Gold,metalMinedGold,TRUE,present,True
996,Au,Gold,metalMinedGold,TRUE,present,True
997,Au,Gold,metalMinedGold,TRUE,present,True
998,Au,Gold,metalMinedGold,FALSE,absent,False
999,Au,Gold,metalMinedGold,TRUE,present,True
1000,Au,Gold,metalMinedGold,FALSE,absent,False
1001,Au,Gold,metalMinedGold,FALSE,absent,False
1002,Au,Gold,metalMinedGold,FALSE,absent,False
1003,Au,Gold,metalMinedGold,TRUE,present,True
1004,Au,Gold,metalMinedGold,TRUE,present,True
1005,Au,Gold,metalMinedGold,TRUE,present,True
1007,Au,Gold,metalMinedGold,TRUE,present,True
1008,Au,Gold,metalMinedGold,TRUE,present,True
1009,Au,Gold,metalMinedGold,TRUE,present,True
1010,Au,Gold,metalMinedGold,FALSE,absent,False
1011,Au,Gold,metalMinedGold,FALSE,absent,False
1012,Au,Gold,metalMinedGold,FALSE,absent,False
1013,Au,Gold,metalMinedGold,TRUE,present,True
1015,Au,Gold,metalMinedGold,TRUE,present,True
